title_slug,gamertag,game_mode,position_scope,role_group,source_game_mode_label,source_position_label,asset_path
nhl24,silkyjoker85,6s,center,skater,SEASONS EASHL 6V6,CENTER,/mnt/k/NHL_24__silkyjoker85__6s__center.mp4
