title_slug,gamertag,game_mode,position_scope,role_group,source_game_mode_label,source_position_label,asset_path
nhl23,JoeyFlopfish,3s,center,skater,SEASONS EASHL 3V3,CENTER,/mnt/k/NHL23/Stats/NHL_23__JoeyFlopfish__3s__center.mp4
nhl23,JoeyFlopfish,3s,defenseMen,skater,SEASONS EASHL 3V3,DEFENSEMEN,/mnt/k/NHL23/Stats/NHL_23__JoeyFlopfish__3s__defenseMen.mp4
nhl23,JoeyFlopfish,3s,goalie,goalie,SEASONS EASHL 3V3,GOALIE,/mnt/k/NHL23/Stats/NHL_23__JoeyFlopfish__3s__goalie.mp4
nhl23,JoeyFlopfish,3s,wing,skater,SEASONS EASHL 3V3,WING,/mnt/k/NHL23/Stats/NHL_23__JoeyFlopfish__3s__wing.mp4
nhl23,JoeyFlopfish,6s,all_skaters,skater,SEASONS EASHL 6V6,ALL SKATERS,/mnt/k/NHL23/Stats/NHL_23__JoeyFlopfish__6s__all_skaters.mp4
nhl23,JoeyFlopfish,6s,center,skater,SEASONS EASHL 6V6,CENTER,/mnt/k/NHL23/Stats/NHL_23__JoeyFlopfish__6s__center.mp4
nhl23,JoeyFlopfish,6s,defenseMen,skater,SEASONS EASHL 6V6,DEFENSEMEN,/mnt/k/NHL23/Stats/NHL_23__JoeyFlopfish__6s__defenseMen.mp4
nhl23,JoeyFlopfish,6s,goalie,goalie,SEASONS EASHL 6V6,GOALIE,/mnt/k/NHL23/Stats/NHL_23__JoeyFlopfish__6s__goalie.mp4
nhl23,JoeyFlopfish,6s,leftWing,skater,SEASONS EASHL 6V6,LEFT WING,/mnt/k/NHL23/Stats/NHL_23__JoeyFlopfish__6s__leftWing.mp4
nhl23,JoeyFlopfish,6s,rightWing,skater,SEASONS EASHL 6V6,RIGHT WING,/mnt/k/NHL23/Stats/NHL_23__JoeyFlopfish__6s__rightWing.mp4
nhl23,MrHomiecide,3s,wing,skater,SEASONS EASHL 3V3,WING,/mnt/k/NHL23/Stats/NHL_23__MrHomiecide__3s__wing.mp4
nhl23,StickMenace,3s,all_skaters,skater,SEASONS EASHL 3V3,ALL SKATERS,/mnt/k/NHL23/Stats/NHL_23__StickMenace__3s__all_skaters.mp4
nhl23,StickMenace,3s,center,skater,SEASONS EASHL 3V3,CENTER,/mnt/k/NHL23/Stats/NHL_23__StickMenace__3s__center.mp4
nhl23,StickMenace,3s,goalie,goalie,SEASONS EASHL 3V3,GOALIE,/mnt/k/NHL23/Stats/NHL_23__StickMenace__3s__goalie.mp4
nhl23,StickMenace,3s,wing,skater,SEASONS EASHL 3V3,WING,/mnt/k/NHL23/Stats/NHL_23__StickMenace__3s__wing.mp4
nhl23,StickMenace,6s,all_skaters,skater,SEASONS EASHL 6V6,ALL SKATERS,/mnt/k/NHL23/Stats/NHL_23__StickMenace__6s__all_skaters.mp4
nhl23,StickMenace,6s,center,skater,SEASONS EASHL 6V6,CENTER,/mnt/k/NHL23/Stats/NHL_23__StickMenace__6s__center.mp4
nhl23,StickMenace,6s,defenseMen,skater,SEASONS EASHL 6V6,DEFENSEMEN,/mnt/k/NHL23/Stats/NHL_23__StickMenace__6s__defenseMen.mp4
nhl23,StickMenace,6s,goalie,goalie,SEASONS EASHL 6V6,GOALIE,/mnt/k/NHL23/Stats/NHL_23__StickMenace__6s__goalie.mp4
nhl23,StickMenace,6s,leftWing,skater,SEASONS EASHL 6V6,LEFT WING,/mnt/k/NHL23/Stats/NHL_23__StickMenace__6s__leftWing.mp4
nhl23,silkyjoker85,3s,all_skaters,skater,SEASONS EASHL 3V3,ALL SKATERS,/mnt/k/NHL23/Stats/NHL_23__silkyjoker85__3s__all_skaters.mp4
nhl23,silkyjoker85,3s,center,skater,SEASONS EASHL 3V3,CENTER,/mnt/k/NHL23/Stats/NHL_23__silkyjoker85__3s__center.mp4
nhl23,silkyjoker85,3s,defenseMen,skater,SEASONS EASHL 3V3,DEFENSEMEN,/mnt/k/NHL23/Stats/NHL_23__silkyjoker85__3s__defenseMen.mp4
nhl23,silkyjoker85,3s,goalie,goalie,SEASONS EASHL 3V3,GOALIE,/mnt/k/NHL23/Stats/NHL_23__silkyjoker85__3s__goalie.mp4
nhl23,silkyjoker85,3s,wing,skater,SEASONS EASHL 3V3,WING,/mnt/k/NHL23/Stats/NHL_23__silkyjoker85__3s__wing.mp4
nhl23,silkyjoker85,6s,all_skaters,skater,SEASONS EASHL 6V6,ALL SKATERS,/mnt/k/NHL23/Stats/NHL_23__silkyjoker85__6s__all_skaters.mp4
nhl23,silkyjoker85,6s,center,skater,SEASONS EASHL 6V6,CENTER,/mnt/k/NHL23/Stats/NHL_23__silkyjoker85__6s__center.mp4
nhl23,silkyjoker85,6s,defenseMen,skater,SEASONS EASHL 6V6,DEFENSEMEN,/mnt/k/NHL23/Stats/NHL_23__silkyjoker85__6s__defenseMen.mp4
nhl23,silkyjoker85,6s,goalie,goalie,SEASONS EASHL 6V6,GOALIE,/mnt/k/NHL23/Stats/NHL_23__silkyjoker85__6s__goalie.mp4
nhl23,silkyjoker85,6s,rightWing,skater,SEASONS EASHL 6V6,RIGHT WING,/mnt/k/NHL23/Stats/NHL_23__silkyjoker85__6s__rightWing.mp4
