source_path,target_name,gamertag,game_mode,position_scope,role_group,source_game_mode_label,source_position_label,title_slug
/mnt/k/NHL22/Stats/2026-05-02_01-07-45.mp4,NHL_22__camrazz__6s__leftWing.mp4,camrazz,6s,leftWing,skater,SEASONS EASHL 6V6,LEFT WING,nhl22
/mnt/k/NHL22/Stats/2026-05-02_01-08-09.mp4,NHL_22__camrazz__6s__rightWing.mp4,camrazz,6s,rightWing,skater,SEASONS EASHL 6V6,RIGHT WING,nhl22
/mnt/k/NHL22/Stats/2026-05-02_01-08-34.mp4,NHL_22__camrazz__6s__defenseMen.mp4,camrazz,6s,defenseMen,skater,SEASONS EASHL 6V6,DEFENSEMEN,nhl22
/mnt/k/NHL22/Stats/2026-05-02_01-09-02.mp4,NHL_22__camrazz__3s__all_skaters.mp4,camrazz,3s,all_skaters,skater,SEASONS EASHL 3V3,ALL SKATERS,nhl22
/mnt/k/NHL22/Stats/2026-05-02_01-11-18.mp4,NHL_22__camrazz__3s__center.mp4,camrazz,3s,center,skater,SEASONS EASHL 3V3,CENTER,nhl22
/mnt/k/NHL22/Stats/2026-05-02_01-11-47.mp4,NHL_22__camrazz__3s__wing.mp4,camrazz,3s,wing,skater,SEASONS EASHL 3V3,WING,nhl22
/mnt/k/NHL22/Stats/2026-05-02_01-12-40.mp4,NHL_22__MrHomiecide__6s__all_skaters.mp4,MrHomiecide,6s,all_skaters,skater,SEASONS EASHL 6V6,ALL SKATERS,nhl22
/mnt/k/NHL22/Stats/2026-05-02_01-13-02.mp4,NHL_22__MrHomiecide__6s__center.mp4,MrHomiecide,6s,center,skater,SEASONS EASHL 6V6,CENTER,nhl22
/mnt/k/NHL22/Stats/2026-05-02_01-13-42.mp4,NHL_22__MrHomiecide__6s__leftWing.mp4,MrHomiecide,6s,leftWing,skater,SEASONS EASHL 6V6,LEFT WING,nhl22
/mnt/k/NHL22/Stats/2026-05-02_01-14-05.mp4,NHL_22__MrHomiecide__6s__rightWing.mp4,MrHomiecide,6s,rightWing,skater,SEASONS EASHL 6V6,RIGHT WING,nhl22
/mnt/k/NHL22/Stats/2026-05-02_01-14-57.mp4,NHL_22__MrHomiecide__3s__wing.mp4,MrHomiecide,3s,wing,skater,SEASONS EASHL 3V3,WING,nhl22
/mnt/k/NHL22/Stats/2026-05-02_01-15-50.mp4,NHL_22__Flopfish8015__6s__defenseMen.mp4,Flopfish8015,6s,defenseMen,skater,SEASONS EASHL 6V6,DEFENSEMEN,nhl22
